run_idx,query,intent,target,target_type,confidence,planner_version,node_count,edge_count,dag_hash,topology_hash
28,refactor the login handler,refactor,handler,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
29,refactor the login handler,refactor,handler,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
30,refactor the login handler,refactor,handler,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
1,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
2,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
3,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
4,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
5,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
6,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
7,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
8,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
9,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
10,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
11,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
12,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
13,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
14,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
15,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
16,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
17,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
18,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
19,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
20,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
21,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
22,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
23,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
24,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
25,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
26,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
27,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
28,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
29,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
30,top hotspots in the codebase,hotspots,codebase,unknown,low,,0,0,ea53e8c8d5263ea8ae2699890caab9d72adec123cff6a922d78086db4ea51986,f5f601586348141cb59f4afc4fab6c1a56cf15d36b9b45c2bfbfcc92b9154bcc
